date,description,type,from,to,amount,currency,comment,tx_hash
2021-01-01T19:12:39Z,rebalance,none,ychad.eth,0xFba6B2031fEC01463aF047CEAe166a291D3564BC,0,ETH,Sell MIC for YFI,0x2958ee87ba6abb88faae2a5f788062fc93062eb7e2312177d184a75b2a18dc7f
2021-01-01T19:12:39Z,rebalance,none,0xFEf1Bcc7097dD184b2Cdb574068CF01b7B437694,ychad.eth,28.215635158882500000,MIC,,0x2958ee87ba6abb88faae2a5f788062fc93062eb7e2312177d184a75b2a18dc7f
2021-01-01T19:12:39Z,rebalance,none,ychad.eth,0xC9cB53B48A2f3A9e75982685644c1870F1405CCb,28.215635158882500000,MIC,,0x2958ee87ba6abb88faae2a5f788062fc93062eb7e2312177d184a75b2a18dc7f
2021-01-01T19:12:39Z,rebalance,none,0xC9cB53B48A2f3A9e75982685644c1870F1405CCb,0x06da0fd433C1A5d7a4faa01111c044910A184553,6177.347585,USDT,,0x2958ee87ba6abb88faae2a5f788062fc93062eb7e2312177d184a75b2a18dc7f
2021-01-01T19:12:39Z,rebalance,none,0x06da0fd433C1A5d7a4faa01111c044910A184553,0x088ee5007C98a9677165D78dD2109AE4a3D04d0C,8.513469055054750000,WETH,,0x2958ee87ba6abb88faae2a5f788062fc93062eb7e2312177d184a75b2a18dc7f
2021-01-01T19:12:39Z,rebalance,none,0x088ee5007C98a9677165D78dD2109AE4a3D04d0C,ychad.eth,0.282811616780775000,YFI,,0x2958ee87ba6abb88faae2a5f788062fc93062eb7e2312177d184a75b2a18dc7f
2021-01-04T15:17:22Z,rebalance,none,ychad.eth,0xFba6B2031fEC01463aF047CEAe166a291D3564BC,0,ETH,Sell MIC for YFI,0x72521b3d73beb52c8a1782e9fba8addaf418b896d2e04ca3f3ba42d15e8b9c52
2021-01-04T15:17:22Z,rebalance,none,0xFEf1Bcc7097dD184b2Cdb574068CF01b7B437694,ychad.eth,21.747529189407900000,MIC,,0x72521b3d73beb52c8a1782e9fba8addaf418b896d2e04ca3f3ba42d15e8b9c52
2021-01-04T15:17:22Z,rebalance,none,ychad.eth,0xC9cB53B48A2f3A9e75982685644c1870F1405CCb,21.747529189407900000,MIC,,0x72521b3d73beb52c8a1782e9fba8addaf418b896d2e04ca3f3ba42d15e8b9c52
2021-01-04T15:17:22Z,rebalance,none,0xC9cB53B48A2f3A9e75982685644c1870F1405CCb,0x06da0fd433C1A5d7a4faa01111c044910A184553,561.375008,USDT,,0x72521b3d73beb52c8a1782e9fba8addaf418b896d2e04ca3f3ba42d15e8b9c52
2021-01-04T15:17:22Z,rebalance,none,0x06da0fd433C1A5d7a4faa01111c044910A184553,0x088ee5007C98a9677165D78dD2109AE4a3D04d0C,0.539019475200205000,WETH,,0x72521b3d73beb52c8a1782e9fba8addaf418b896d2e04ca3f3ba42d15e8b9c52
2021-01-04T15:17:22Z,rebalance,none,0x088ee5007C98a9677165D78dD2109AE4a3D04d0C,ychad.eth,0.023571363622144400,YFI,,0x72521b3d73beb52c8a1782e9fba8addaf418b896d2e04ca3f3ba42d15e8b9c52
2021-01-05T09:17:04Z,airdrop,incoming,ychad.eth,0x8D29bE29923b68abfDD21e541b9374737B49cdAD,0,ETH,Unstake YFI from MIC,0x7018ecf62c09273a42274978556bb32b9b2ed0e7a254209fab5fe07bac8a8976
2021-01-05T09:17:04Z,airdrop,incoming,0xFEf1Bcc7097dD184b2Cdb574068CF01b7B437694,ychad.eth,18.646879567160200000,YFI,,0x7018ecf62c09273a42274978556bb32b9b2ed0e7a254209fab5fe07bac8a8976
2021-01-09T03:57:54Z,airdrop,incoming,0xc698645B5C5b662B52a5A5C092804F23e3F5B4C5,ychad.eth,100,COVER,Receive COVER donation,0x4c01eb020a0e02c27ce339e85bf1e49cbfd0ae0973f913fe68d5776bb808ae6b
2021-01-11T09:11:14Z,grant,outgoing,ychad.eth,0x8D29bE29923b68abfDD21e541b9374737B49cdAD,0,ETH,Pay one-time grants,0x3baa6dd5f5db014e04af9d73dc4fa83d54f9803a5cc32140801fe2571e866831
2021-01-11T09:11:14Z,grant,outgoing,ychad.eth,0xD152f549545093347A162Dce210e7293f1452150,11440,yyDAI+yUSDC+yUSDT+yTUSD,,0x3baa6dd5f5db014e04af9d73dc4fa83d54f9803a5cc32140801fe2571e866831
